Segment,Customer_ID,Product_ID,Discount Band,Units Sold,Manufacturing Price,Sale Price,Gross Sales,Discounts,Sales,Sales ('000),COGS,Profit,Profit ('000),Date,Month,Quarter,Year,Customer_Name,Product_Name,Country
Channel Partners,CUST_ID_208,PROD_ID_002,High,1894.57,10,12,22734.84,3410.23,19324.61,19.32,18945.7,378.91,0.38,02-10-2023,Oct,Q4,2023,Julia Wilson,Paseo,USA
Midmarket,CUST_ID_217,PROD_ID_004,None,1337.95,250,15,20069.25,0,20069.25,20.07,334487.5,-314418.25,-314.42,03-10-2023,Oct,Q4,2023,Frank Williams,VTT,Germany
Enterprise,CUST_ID_238,PROD_ID_005,Medium,2752.23,3,125,344028.75,34402.88,309625.87,309.63,8256.69,301369.18,301.37,04-10-2023,Oct,Q4,2023,Grace Williams,Carretera,Germany
Government,CUST_ID_264,PROD_ID_005,High,3309.9,3,350,1158465,173769.75,984695.25,984.7,9929.7,974765.55,974.77,05-10-2023,Oct,Q4,2023,Hannah Jackson,Carretera,Italy
Government,CUST_ID_268,PROD_ID_005,None,2445.91,3,350,856068.5,0,856068.5,856.07,7337.73,848730.77,848.73,06-10-2023,Oct,Q4,2023,Julia Gonzalez,Carretera,Germany
Government,CUST_ID_168,PROD_ID_006,Low,3030.74,260,350,1060759,53037.95,1007721.05,1007.72,787992.4,219728.65,219.73,06-10-2023,Oct,Q4,2023,David Moore,Amarilla,France
Government,CUST_ID_231,PROD_ID_003,None,3102.46,120,350,1085861,0,1085861,1085.86,372295.2,713565.8,713.57,06-10-2023,Oct,Q4,2023,Nina Anderson,Velo,Germany
Small Business,CUST_ID_214,PROD_ID_001,High,738.96,5,300,221688,33253.2,188434.8,188.43,3694.8,184740,184.74,07-10-2023,Oct,Q4,2023,Rachel Miller,Montana,Italy
Channel Partners,CUST_ID_170,PROD_ID_002,High,970.81,10,12,11649.72,1747.46,9902.26,9.9,9708.1,194.16,0.19,07-10-2023,Oct,Q4,2023,Grace Brown,Paseo,France
Small Business,CUST_ID_297,PROD_ID_002,Low,599.2,10,300,179760,8988,170772,170.77,5992,164780,164.78,07-10-2023,Oct,Q4,2023,Steve Taylor,Paseo,France
Midmarket,CUST_ID_211,PROD_ID_003,Low,843.81,120,15,12657.15,632.86,12024.29,12.02,101257.2,-89232.91,-89.23,07-10-2023,Oct,Q4,2023,Kevin Smith,Velo,France
Midmarket,CUST_ID_242,PROD_ID_001,None,1880.28,5,15,28204.2,0,28204.2,28.2,9401.4,18802.8,18.8,07-10-2023,Oct,Q4,2023,Hannah Jones,Montana,Japan
Channel Partners,CUST_ID_152,PROD_ID_001,High,1056.79,5,12,12681.48,1902.22,10779.26,10.78,5283.95,5495.31,5.5,08-10-2023,Oct,Q4,2023,Quincy Martin,Montana,Italy
Channel Partners,CUST_ID_277,PROD_ID_003,High,774.31,120,12,9291.72,1393.76,7897.96,7.9,92917.2,-85019.24,-85.02,09-10-2023,Oct,Q4,2023,Quincy Anderson,Velo,Germany
Midmarket,CUST_ID_252,PROD_ID_005,Low,581.22,3,15,8718.3,435.91,8282.39,8.28,1743.66,6538.73,6.54,09-10-2023,Oct,Q4,2023,Rachel Davis,Carretera,India
Channel Partners,CUST_ID_273,PROD_ID_001,Medium,1090.58,5,12,13086.96,1308.7,11778.26,11.78,5452.9,6325.36,6.33,09-10-2023,Oct,Q4,2023,Grace Gonzalez,Montana,England
Enterprise,CUST_ID_268,PROD_ID_006,High,1631.3,260,125,203912.5,30586.88,173325.62,173.33,424138,-250812.38,-250.81,09-10-2023,Oct,Q4,2023,Julia Gonzalez,Amarilla,USA
Midmarket,CUST_ID_154,PROD_ID_004,None,988.15,250,15,14822.25,0,14822.25,14.82,247037.5,-232215.25,-232.22,10-10-2023,Oct,Q4,2023,Rachel Rodriguez,VTT,Germany
Channel Partners,CUST_ID_198,PROD_ID_003,Low,904.11,120,12,10849.32,542.47,10306.85,10.31,108493.2,-98186.35,-98.19,10-10-2023,Oct,Q4,2023,Steve Jackson,Velo,Italy
Midmarket,CUST_ID_244,PROD_ID_004,High,815.8,250,15,12237,1835.55,10401.45,10.4,203950,-193548.55,-193.55,10-10-2023,Oct,Q4,2023,Kevin Brown,VTT,Italy
Government,CUST_ID_244,PROD_ID_003,High,1539.67,120,350,538884.5,80832.68,458051.82,458.05,184760.4,273291.42,273.29,11-10-2023,Oct,Q4,2023,Kevin Brown,Velo,England
Midmarket,CUST_ID_298,PROD_ID_001,Medium,1706.13,5,15,25591.95,2559.2,23032.75,23.03,8530.65,14502.1,14.5,11-10-2023,Oct,Q4,2023,Ian Smith,Montana,India
Midmarket,CUST_ID_248,PROD_ID_002,Low,1209.48,10,15,18142.2,907.11,17235.09,17.24,12094.8,5140.29,5.14,11-10-2023,Oct,Q4,2023,Oscar Jones,Paseo,USA
Government,CUST_ID_196,PROD_ID_004,Low,3986.69,250,350,1395341.5,69767.07,1325574.43,1325.57,996672.5,328901.93,328.9,12-10-2023,Oct,Q4,2023,Quincy Taylor,VTT,Italy
Small Business,CUST_ID_275,PROD_ID_003,None,518.72,120,300,155616,0,155616,155.62,62246.4,93369.6,93.37,12-10-2023,Oct,Q4,2023,Mike Jones,Velo,England
Midmarket,CUST_ID_166,PROD_ID_003,High,1758.46,120,15,26376.9,3956.53,22420.37,22.42,211015.2,-188594.83,-188.59,13-10-2023,Oct,Q4,2023,Alice Williams,Velo,Canada
Small Business,CUST_ID_266,PROD_ID_003,Medium,488.25,120,300,146475,14647.5,131827.5,131.83,58590,73237.5,73.24,13-10-2023,Oct,Q4,2023,Oscar Moore,Velo,Germany
Enterprise,CUST_ID_239,PROD_ID_004,None,1702.18,250,125,212772.5,0,212772.5,212.77,425545,-212772.5,-212.77,13-10-2023,Oct,Q4,2023,Paul Williams,VTT,France
Channel Partners,CUST_ID_298,PROD_ID_006,Low,1969.06,260,12,23628.72,1181.44,22447.28,22.45,511955.6,-489508.32,-489.51,13-10-2023,Oct,Q4,2023,Ian Smith,Amarilla,Germany
Small Business,CUST_ID_241,PROD_ID_006,High,819.8,260,300,245940,36891,209049,209.05,213148,-4099,-4.1,14-10-2023,Oct,Q4,2023,Ian Williams,Amarilla,Japan
Government,CUST_ID_171,PROD_ID_005,Medium,2391.26,3,350,836941,83694.1,753246.9,753.25,7173.78,746073.12,746.07,14-10-2023,Oct,Q4,2023,Charlie Thomas,Carretera,England
Small Business,CUST_ID_193,PROD_ID_004,High,879.12,250,300,263736,39560.4,224175.6,224.18,219780,4395.6,4.4,17-10-2023,Oct,Q4,2023,Tina Williams,VTT,Canada
Midmarket,CUST_ID_171,PROD_ID_003,Low,970.22,120,15,14553.3,727.66,13825.64,13.83,116426.4,-102600.76,-102.6,17-10-2023,Oct,Q4,2023,Charlie Thomas,Velo,Germany
Channel Partners,CUST_ID_219,PROD_ID_006,High,906.87,260,12,10882.44,1632.37,9250.07,9.25,235786.2,-226536.13,-226.54,17-10-2023,Oct,Q4,2023,Nina Davis,Amarilla,Japan
Channel Partners,CUST_ID_243,PROD_ID_005,High,1120.98,3,12,13451.76,2017.76,11434,11.43,3362.94,8071.06,8.07,17-10-2023,Oct,Q4,2023,Quincy Smith,Carretera,England
Midmarket,CUST_ID_156,PROD_ID_006,Low,1493.03,260,15,22395.45,1119.77,21275.68,21.28,388187.8,-366912.12,-366.91,18-10-2023,Oct,Q4,2023,Laura Davis,Amarilla,Canada
Midmarket,CUST_ID_204,PROD_ID_004,None,643.33,250,15,9649.95,0,9649.95,9.65,160832.5,-151182.55,-151.18,18-10-2023,Oct,Q4,2023,Steve Wilson,VTT,Japan
Enterprise,CUST_ID_291,PROD_ID_001,High,2047.97,5,125,255996.25,38399.44,217596.81,217.6,10239.85,207356.96,207.36,18-10-2023,Oct,Q4,2023,Tina Garcia,Montana,Canada
Small Business,CUST_ID_177,PROD_ID_005,Low,267.45,3,300,80235,4011.75,76223.25,76.22,802.35,75420.9,75.42,19-10-2023,Oct,Q4,2023,Laura Miller,Carretera,India
Midmarket,CUST_ID_230,PROD_ID_002,Medium,1164.74,10,15,17471.1,1747.11,15723.99,15.72,11647.4,4076.59,4.08,19-10-2023,Oct,Q4,2023,Bob Smith,Paseo,England
Channel Partners,CUST_ID_184,PROD_ID_002,None,552.73,10,12,6632.76,0,6632.76,6.63,5527.3,1105.46,1.11,20-10-2023,Oct,Q4,2023,Paul Gonzalez,Paseo,Italy
Government,CUST_ID_234,PROD_ID_004,Medium,2645.64,250,350,925974,92597.4,833376.6,833.38,661410,171966.6,171.97,21-10-2023,Oct,Q4,2023,Paul Davis,VTT,England
Midmarket,CUST_ID_289,PROD_ID_005,High,1446.57,3,15,21698.55,3254.78,18443.77,18.44,4339.71,14104.06,14.1,21-10-2023,Oct,Q4,2023,Tina Jackson,Carretera,India
Channel Partners,CUST_ID_285,PROD_ID_003,Medium,1222.48,120,12,14669.76,1466.98,13202.78,13.2,146697.6,-133494.82,-133.49,21-10-2023,Oct,Q4,2023,Ian Davis,Velo,France
Government,CUST_ID_173,PROD_ID_003,Medium,2236.61,120,350,782813.5,78281.35,704532.15,704.53,268393.2,436138.95,436.14,22-10-2023,Oct,Q4,2023,David Jackson,Velo,England
Enterprise,CUST_ID_228,PROD_ID_001,Low,1687.77,5,125,210971.25,10548.56,200422.69,200.42,8438.85,191983.84,191.98,22-10-2023,Oct,Q4,2023,Steve Moore,Montana,Japan
Enterprise,CUST_ID_287,PROD_ID_006,High,2893.92,260,125,361740,54261,307479,307.48,752419.2,-444940.2,-444.94,22-10-2023,Oct,Q4,2023,Ian Taylor,Amarilla,Japan
Enterprise,CUST_ID_227,PROD_ID_004,Medium,2194.01,250,125,274251.25,27425.12,246826.13,246.83,548502.5,-301676.37,-301.68,22-10-2023,Oct,Q4,2023,Paul Jones,VTT,USA
Small Business,CUST_ID_291,PROD_ID_002,High,905.73,10,300,271719,40757.85,230961.15,230.96,9057.3,221903.85,221.9,23-10-2023,Oct,Q4,2023,Tina Garcia,Paseo,India
Midmarket,CUST_ID_252,PROD_ID_002,High,1742.64,10,15,26139.6,3920.94,22218.66,22.22,17426.4,4792.26,4.79,23-10-2023,Oct,Q4,2023,Rachel Davis,Paseo,France
Enterprise,CUST_ID_218,PROD_ID_004,Low,2033.22,250,125,254152.5,12707.62,241444.88,241.44,508305,-266860.12,-266.86,23-10-2023,Oct,Q4,2023,Nina Miller,VTT,Germany
Channel Partners,CUST_ID_223,PROD_ID_003,High,782,120,12,9384,1407.6,7976.4,7.98,93840,-85863.6,-85.86,24-10-2023,Oct,Q4,2023,Tina Hernandez,Velo,Canada
Midmarket,CUST_ID_197,PROD_ID_003,None,1455.34,120,15,21830.1,0,21830.1,21.83,174640.8,-152810.7,-152.81,24-10-2023,Oct,Q4,2023,Frank Johnson,Velo,Japan
Channel Partners,CUST_ID_220,PROD_ID_004,Low,980.97,250,12,11771.64,588.58,11183.06,11.18,245242.5,-234059.44,-234.06,26-10-2023,Oct,Q4,2023,Bob Brown,VTT,England
Channel Partners,CUST_ID_163,PROD_ID_001,Low,1958.5,5,12,23502,1175.1,22326.9,22.33,9792.5,12534.4,12.53,26-10-2023,Oct,Q4,2023,Alice Rodriguez,Montana,Germany
Midmarket,CUST_ID_219,PROD_ID_006,High,1590.66,260,15,23859.9,3578.99,20280.91,20.28,413571.6,-393290.69,-393.29,27-10-2023,Oct,Q4,2023,Nina Davis,Amarilla,France
Midmarket,CUST_ID_174,PROD_ID_001,High,825.78,5,15,12386.7,1858.01,10528.69,10.53,4128.9,6399.79,6.4,28-10-2023,Oct,Q4,2023,Charlie Gonzalez,Montana,India
Government,CUST_ID_230,PROD_ID_003,High,3090.8,120,350,1081780,162267,919513,919.51,370896,548617,548.62,29-10-2023,Oct,Q4,2023,Bob Smith,Velo,USA
Enterprise,CUST_ID_235,PROD_ID_002,None,1533.01,10,125,191626.25,0,191626.25,191.63,15330.1,176296.15,176.3,29-10-2023,Oct,Q4,2023,Grace Johnson,Paseo,India
Channel Partners,CUST_ID_169,PROD_ID_004,Low,788.29,250,12,9459.48,472.97,8986.51,8.99,197072.5,-188085.99,-188.09,30-10-2023,Oct,Q4,2023,Paul Wilson,VTT,Germany
Enterprise,CUST_ID_248,PROD_ID_001,Low,1769.6,5,125,221200,11060,210140,210.14,8848,201292,201.29,30-10-2023,Oct,Q4,2023,Oscar Jones,Montana,Japan
Enterprise,CUST_ID_214,PROD_ID_002,High,2470.65,10,125,308831.25,46324.69,262506.56,262.51,24706.5,237800.06,237.8,30-10-2023,Oct,Q4,2023,Rachel Miller,Paseo,Canada
Midmarket,CUST_ID_284,PROD_ID_004,High,1522.16,250,15,22832.4,3424.86,19407.54,19.41,380540,-361132.46,-361.13,30-10-2023,Oct,Q4,2023,Grace Jackson,VTT,Germany
Midmarket,CUST_ID_233,PROD_ID_006,None,1617.09,260,15,24256.35,0,24256.35,24.26,420443.4,-396187.05,-396.19,30-10-2023,Oct,Q4,2023,Steve Williams,Amarilla,Canada
Government,CUST_ID_215,PROD_ID_006,Medium,1596.17,260,350,558659.5,55865.95,502793.55,502.79,415004.2,87789.35,87.79,30-10-2023,Oct,Q4,2023,Eva Taylor,Amarilla,USA
Enterprise,CUST_ID_206,PROD_ID_002,High,1649.03,10,125,206128.75,30919.31,175209.44,175.21,16490.3,158719.14,158.72,31-10-2023,Oct,Q4,2023,Mike Rodriguez,Paseo,England
Channel Partners,CUST_ID_221,PROD_ID_001,High,1683.72,5,12,20204.64,3030.7,17173.94,17.17,8418.6,8755.34,8.76,01-11-2023,Nov,Q4,2023,Charlie Johnson,Montana,USA
Channel Partners,CUST_ID_161,PROD_ID_006,High,1532.61,260,12,18391.32,2758.7,15632.62,15.63,398478.6,-382845.98,-382.85,02-11-2023,Nov,Q4,2023,Quincy Brown,Amarilla,England
Enterprise,CUST_ID_246,PROD_ID_002,Low,1999.84,10,125,249980,12499,237481,237.48,19998.4,217482.6,217.48,02-11-2023,Nov,Q4,2023,Frank Anderson,Paseo,Italy
Enterprise,CUST_ID_166,PROD_ID_003,Low,2402.66,120,125,300332.5,15016.62,285315.88,285.32,288319.2,-3003.32,-3,03-11-2023,Nov,Q4,2023,Alice Williams,Velo,Canada
Government,CUST_ID_183,PROD_ID_002,Medium,3945.03,10,350,1380760.5,138076.05,1242684.45,1242.68,39450.3,1203234.15,1203.23,03-11-2023,Nov,Q4,2023,Grace Martinez,Paseo,Italy
Midmarket,CUST_ID_263,PROD_ID_001,High,1037.25,5,15,15558.75,2333.81,13224.94,13.22,5186.25,8038.69,8.04,04-11-2023,Nov,Q4,2023,Ian Jones,Montana,England
Enterprise,CUST_ID_215,PROD_ID_004,High,2118.05,250,125,264756.25,39713.44,225042.81,225.04,529512.5,-304469.69,-304.47,05-11-2023,Nov,Q4,2023,Eva Taylor,VTT,Japan
Channel Partners,CUST_ID_199,PROD_ID_002,Medium,985.52,10,12,11826.24,1182.62,10643.62,10.64,9855.2,788.42,0.79,05-11-2023,Nov,Q4,2023,Bob Garcia,Paseo,Japan
Channel Partners,CUST_ID_221,PROD_ID_005,Low,603.31,3,12,7239.72,361.99,6877.73,6.88,1809.93,5067.8,5.07,05-11-2023,Nov,Q4,2023,Charlie Johnson,Carretera,England
Small Business,CUST_ID_266,PROD_ID_003,Medium,563.26,120,300,168978,16897.8,152080.2,152.08,67591.2,84489,84.49,05-11-2023,Nov,Q4,2023,Oscar Moore,Velo,India
Enterprise,CUST_ID_198,PROD_ID_005,Medium,2552.03,3,125,319003.75,31900.38,287103.37,287.1,7656.09,279447.28,279.45,06-11-2023,Nov,Q4,2023,Steve Jackson,Carretera,France
Enterprise,CUST_ID_233,PROD_ID_006,High,1379.74,260,125,172467.5,25870.12,146597.38,146.6,358732.4,-212135.02,-212.14,06-11-2023,Nov,Q4,2023,Steve Williams,Amarilla,Japan
Midmarket,CUST_ID_292,PROD_ID_005,Medium,983.9,3,15,14758.5,1475.85,13282.65,13.28,2951.7,10330.95,10.33,06-11-2023,Nov,Q4,2023,Hannah Moore,Carretera,Italy
Enterprise,CUST_ID_179,PROD_ID_005,None,1087.55,3,125,135943.75,0,135943.75,135.94,3262.65,132681.1,132.68,07-11-2023,Nov,Q4,2023,Ian Anderson,Carretera,England
Enterprise,CUST_ID_196,PROD_ID_002,None,1970.74,10,125,246342.5,0,246342.5,246.34,19707.4,226635.1,226.64,08-11-2023,Nov,Q4,2023,Quincy Taylor,Paseo,Canada
Channel Partners,CUST_ID_159,PROD_ID_006,High,1486.88,260,12,17842.56,2676.38,15166.18,15.17,386588.8,-371422.62,-371.42,08-11-2023,Nov,Q4,2023,Laura Jackson,Amarilla,Germany
Small Business,CUST_ID_163,PROD_ID_002,None,210.47,10,300,63141,0,63141,63.14,2104.7,61036.3,61.04,08-11-2023,Nov,Q4,2023,Alice Rodriguez,Paseo,France
Enterprise,CUST_ID_276,PROD_ID_004,None,1721.85,250,125,215231.25,0,215231.25,215.23,430462.5,-215231.25,-215.23,08-11-2023,Nov,Q4,2023,Hannah Williams,VTT,India
Enterprise,CUST_ID_245,PROD_ID_005,Medium,2058.04,3,125,257255,25725.5,231529.5,231.53,6174.12,225355.38,225.36,09-11-2023,Nov,Q4,2023,Julia Brown,Carretera,Canada
Enterprise,CUST_ID_228,PROD_ID_002,None,1202.45,10,125,150306.25,0,150306.25,150.31,12024.5,138281.75,138.28,09-11-2023,Nov,Q4,2023,Steve Moore,Paseo,France
Government,CUST_ID_287,PROD_ID_002,Low,2578.58,10,350,902503,45125.15,857377.85,857.38,25785.8,831592.05,831.59,10-11-2023,Nov,Q4,2023,Ian Taylor,Paseo,France
Midmarket,CUST_ID_296,PROD_ID_005,High,1619.16,3,15,24287.4,3643.11,20644.29,20.64,4857.48,15786.81,15.79,10-11-2023,Nov,Q4,2023,Oscar Martinez,Carretera,Italy
Government,CUST_ID_268,PROD_ID_001,Low,3377.38,5,350,1182083,59104.15,1122978.85,1122.98,16886.9,1106091.95,1106.09,11-11-2023,Nov,Q4,2023,Julia Gonzalez,Montana,India
Small Business,CUST_ID_280,PROD_ID_006,Low,627.12,260,300,188136,9406.8,178729.2,178.73,163051.2,15678,15.68,12-11-2023,Nov,Q4,2023,Kevin Johnson,Amarilla,Japan
Small Business,CUST_ID_241,PROD_ID_005,Medium,875.88,3,300,262764,26276.4,236487.6,236.49,2627.64,233859.96,233.86,12-11-2023,Nov,Q4,2023,Ian Williams,Carretera,India
Small Business,CUST_ID_261,PROD_ID_005,Low,650.52,3,300,195156,9757.8,185398.2,185.4,1951.56,183446.64,183.45,13-11-2023,Nov,Q4,2023,Grace Moore,Carretera,France
Channel Partners,CUST_ID_247,PROD_ID_006,Medium,1040.01,260,12,12480.12,1248.01,11232.11,11.23,270402.6,-259170.49,-259.17,13-11-2023,Nov,Q4,2023,Steve Thomas,Amarilla,Japan
Government,CUST_ID_265,PROD_ID_001,None,3948.87,5,350,1382104.5,0,1382104.5,1382.1,19744.35,1362360.15,1362.36,13-11-2023,Nov,Q4,2023,Alice Moore,Montana,USA
Midmarket,CUST_ID_283,PROD_ID_003,None,950.5,120,15,14257.5,0,14257.5,14.26,114060,-99802.5,-99.8,13-11-2023,Nov,Q4,2023,Bob Johnson,Velo,France
Small Business,CUST_ID_205,PROD_ID_001,Medium,935.29,5,300,280587,28058.7,252528.3,252.53,4676.45,247851.85,247.85,14-11-2023,Nov,Q4,2023,David Brown,Montana,England
Enterprise,CUST_ID_175,PROD_ID_004,Medium,1312.21,250,125,164026.25,16402.62,147623.63,147.62,328052.5,-180428.87,-180.43,14-11-2023,Nov,Q4,2023,Laura Martinez,VTT,Germany
Channel Partners,CUST_ID_244,PROD_ID_002,Low,884.37,10,12,10612.44,530.62,10081.82,10.08,8843.7,1238.12,1.24,14-11-2023,Nov,Q4,2023,Kevin Brown,Paseo,Germany
Channel Partners,CUST_ID_174,PROD_ID_004,Low,1601.4,250,12,19216.8,960.84,18255.96,18.26,400350,-382094.04,-382.09,14-11-2023,Nov,Q4,2023,Charlie Gonzalez,VTT,Italy
Midmarket,CUST_ID_274,PROD_ID_004,None,1392.85,250,15,20892.75,0,20892.75,20.89,348212.5,-327319.75,-327.32,14-11-2023,Nov,Q4,2023,Oscar Taylor,VTT,Germany
Channel Partners,CUST_ID_160,PROD_ID_004,None,1670.18,250,12,20042.16,0,20042.16,20.04,417545,-397502.84,-397.5,15-11-2023,Nov,Q4,2023,Eva Miller,VTT,Italy
Government,CUST_ID_240,PROD_ID_004,None,3609.36,250,350,1263276,0,1263276,1263.28,902340,360936,360.94,15-11-2023,Nov,Q4,2023,David Gonzalez,VTT,France
Government,CUST_ID_153,PROD_ID_001,Medium,2573.15,5,350,900602.5,90060.25,810542.25,810.54,12865.75,797676.5,797.68,16-11-2023,Nov,Q4,2023,Rachel Martinez,Montana,Italy
Channel Partners,CUST_ID_289,PROD_ID_002,Medium,1253.6,10,12,15043.2,1504.32,13538.88,13.54,12536,1002.88,1,16-11-2023,Nov,Q4,2023,Tina Jackson,Paseo,France
Enterprise,CUST_ID_190,PROD_ID_006,High,2942.08,260,125,367760,55164,312596,312.6,764940.8,-452344.8,-452.34,16-11-2023,Nov,Q4,2023,Nina Johnson,Amarilla,Canada
Government,CUST_ID_207,PROD_ID_003,High,1444.04,120,350,505414,75812.1,429601.9,429.6,173284.8,256317.1,256.32,17-11-2023,Nov,Q4,2023,Rachel Smith,Velo,Italy
Government,CUST_ID_172,PROD_ID_005,None,2644.46,3,350,925561,0,925561,925.56,7933.38,917627.62,917.63,17-11-2023,Nov,Q4,2023,Mike Smith,Carretera,Germany
Government,CUST_ID_172,PROD_ID_005,High,3321.48,3,350,1162518,174377.7,988140.3,988.14,9964.44,978175.86,978.18,17-11-2023,Nov,Q4,2023,Mike Smith,Carretera,England
Government,CUST_ID_185,PROD_ID_005,Low,2463.58,3,350,862253,43112.65,819140.35,819.14,7390.74,811749.61,811.75,18-11-2023,Nov,Q4,2023,Quincy Garcia,Carretera,France
Channel Partners,CUST_ID_294,PROD_ID_006,Low,863.47,260,12,10361.64,518.08,9843.56,9.84,224502.2,-214658.64,-214.66,18-11-2023,Nov,Q4,2023,Julia Anderson,Amarilla,Germany
Small Business,CUST_ID_261,PROD_ID_006,None,290.02,260,300,87006,0,87006,87.01,75405.2,11600.8,11.6,19-11-2023,Nov,Q4,2023,Grace Moore,Amarilla,India
Small Business,CUST_ID_259,PROD_ID_003,Low,456.59,120,300,136977,6848.85,130128.15,130.13,54790.8,75337.35,75.34,20-11-2023,Nov,Q4,2023,Hannah Brown,Velo,USA
Midmarket,CUST_ID_229,PROD_ID_003,High,1434.77,120,15,21521.55,3228.23,18293.32,18.29,172172.4,-153879.08,-153.88,20-11-2023,Nov,Q4,2023,Hannah Smith,Velo,Japan
Midmarket,CUST_ID_162,PROD_ID_002,Medium,733.99,10,15,11009.85,1100.99,9908.86,9.91,7339.9,2568.96,2.57,21-11-2023,Nov,Q4,2023,Nina Martin,Paseo,Canada
Enterprise,CUST_ID_179,PROD_ID_002,Low,2737.5,10,125,342187.5,17109.38,325078.12,325.08,27375,297703.12,297.7,21-11-2023,Nov,Q4,2023,Ian Anderson,Paseo,Germany
Small Business,CUST_ID_154,PROD_ID_006,None,444.09,260,300,133227,0,133227,133.23,115463.4,17763.6,17.76,22-11-2023,Nov,Q4,2023,Rachel Rodriguez,Amarilla,Japan
Small Business,CUST_ID_156,PROD_ID_002,Low,363.04,10,300,108912,5445.6,103466.4,103.47,3630.4,99836,99.84,24-11-2023,Nov,Q4,2023,Laura Davis,Paseo,Germany
Government,CUST_ID_291,PROD_ID_005,Low,3085.21,3,350,1079823.5,53991.18,1025832.32,1025.83,9255.63,1016576.69,1016.58,25-11-2023,Nov,Q4,2023,Tina Garcia,Carretera,USA
Channel Partners,CUST_ID_247,PROD_ID_006,None,883.18,260,12,10598.16,0,10598.16,10.6,229626.8,-219028.64,-219.03,26-11-2023,Nov,Q4,2023,Steve Thomas,Amarilla,USA
Midmarket,CUST_ID_223,PROD_ID_006,Medium,579.63,260,15,8694.45,869.45,7825,7.83,150703.8,-142878.8,-142.88,26-11-2023,Nov,Q4,2023,Tina Hernandez,Amarilla,USA
Government,CUST_ID_168,PROD_ID_006,Medium,2988.94,260,350,1046129,104612.9,941516.1,941.52,777124.4,164391.7,164.39,26-11-2023,Nov,Q4,2023,David Moore,Amarilla,Italy
Enterprise,CUST_ID_178,PROD_ID_003,High,1462.34,120,125,182792.5,27418.88,155373.62,155.37,175480.8,-20107.18,-20.11,26-11-2023,Nov,Q4,2023,Alice Anderson,Velo,India
Enterprise,CUST_ID_281,PROD_ID_003,High,2733.55,120,125,341693.75,51254.06,290439.69,290.44,328026,-37586.31,-37.59,27-11-2023,Nov,Q4,2023,Eva Jones,Velo,Canada
Midmarket,CUST_ID_198,PROD_ID_005,High,1341.03,3,15,20115.45,3017.32,17098.13,17.1,4023.09,13075.04,13.08,27-11-2023,Nov,Q4,2023,Steve Jackson,Carretera,USA
Midmarket,CUST_ID_161,PROD_ID_005,Medium,1000.35,3,15,15005.25,1500.53,13504.72,13.5,3001.05,10503.67,10.5,27-11-2023,Nov,Q4,2023,Quincy Brown,Carretera,India
Enterprise,CUST_ID_191,PROD_ID_003,Medium,1710.76,120,125,213845,21384.5,192460.5,192.46,205291.2,-12830.7,-12.83,28-11-2023,Nov,Q4,2023,Charlie Taylor,Velo,Germany
Channel Partners,CUST_ID_211,PROD_ID_003,None,1438.69,120,12,17264.28,0,17264.28,17.26,172642.8,-155378.52,-155.38,28-11-2023,Nov,Q4,2023,Kevin Smith,Velo,India
Channel Partners,CUST_ID_158,PROD_ID_003,Low,727.56,120,12,8730.72,436.54,8294.18,8.29,87307.2,-79013.02,-79.01,29-11-2023,Nov,Q4,2023,Frank Wilson,Velo,India
Enterprise,CUST_ID_186,PROD_ID_006,High,2041.44,260,125,255180,38277,216903,216.9,530774.4,-313871.4,-313.87,29-11-2023,Nov,Q4,2023,Paul Smith,Amarilla,France
Midmarket,CUST_ID_257,PROD_ID_005,Low,1139.7,3,15,17095.5,854.78,16240.72,16.24,3419.1,12821.62,12.82,29-11-2023,Nov,Q4,2023,Laura Anderson,Carretera,Germany
Government,CUST_ID_235,PROD_ID_005,Low,1620.27,3,350,567094.5,28354.73,538739.77,538.74,4860.81,533878.96,533.88,29-11-2023,Nov,Q4,2023,Grace Johnson,Carretera,England
Channel Partners,CUST_ID_299,PROD_ID_006,Low,1793.88,260,12,21526.56,1076.33,20450.23,20.45,466408.8,-445958.57,-445.96,29-11-2023,Nov,Q4,2023,Hannah Gonzalez,Amarilla,Germany
Midmarket,CUST_ID_285,PROD_ID_004,Low,1484.35,250,15,22265.25,1113.26,21151.99,21.15,371087.5,-349935.51,-349.94,01-12-2023,Dec,Q4,2023,Ian Davis,VTT,England
Enterprise,CUST_ID_232,PROD_ID_005,None,1368.27,3,125,171033.75,0,171033.75,171.03,4104.81,166928.94,166.93,01-12-2023,Dec,Q4,2023,Quincy Rodriguez,Carretera,England
Small Business,CUST_ID_158,PROD_ID_004,High,442.68,250,300,132804,19920.6,112883.4,112.88,110670,2213.4,2.21,01-12-2023,Dec,Q4,2023,Frank Wilson,VTT,Germany
Midmarket,CUST_ID_189,PROD_ID_001,Low,777.12,5,15,11656.8,582.84,11073.96,11.07,3885.6,7188.36,7.19,02-12-2023,Dec,Q4,2023,Ian Moore,Montana,Germany
Channel Partners,CUST_ID_296,PROD_ID_002,Low,846.37,10,12,10156.44,507.82,9648.62,9.65,8463.7,1184.92,1.18,02-12-2023,Dec,Q4,2023,Oscar Martinez,Paseo,USA
Enterprise,CUST_ID_242,PROD_ID_006,High,1268.17,260,125,158521.25,23778.19,134743.06,134.74,329724.2,-194981.14,-194.98,02-12-2023,Dec,Q4,2023,Hannah Jones,Amarilla,Japan
